Timestamp,Coverage_Area,Longitude,Latitude,Volume,Days
2023-07-08,2.86375424,120.03417684729064,34.04741880733945,74.17018556330612,37
2023-07-09,4.5719723199999995,120.46548062397373,32.952100076452595,95.29382617913258,38
2023-07-10,11.5899632,121.88878308702792,34.57545519877676,636.9914583216087,39
2023-07-11,9.27291424,120.0287855500821,32.01733295107034,35.503324940302015,40
2023-07-12,5.50763104,122.12600016420362,32.36697866972477,266.50561653838207,41
2023-07-13,0.23917045333333334,119.41238056923919,32.470445259938835,1.2312220817340902,42
2023-07-14,2.2273993599999997,122.51417356321839,32.470445259938835,132.96443196824075,43
2023-07-15,1.41457632,122.01817422003285,31.9281376146789,39.791697674905684,44
2023-07-16,2.98077056,122.29852167487685,32.242105198776756,97.682308962601,45
2023-07-17,0.5740719999999999,123.19347701149425,32.641700305810396,50.38315134774741,46
2023-07-18,3.057103786666667,119.57052528735632,33.04843103975535,17.81027359296508,47
2023-07-19,2.67155808,121.29574039408867,35.196254740061164,215.5179369543294,48
2023-07-20,1.05267504,119.62982955665024,35.07851689602447,25.97564097683131,49
2023-07-21,3.65015424,121.82408752052545,32.98421039755352,80.43647035967524,50
2023-07-22,0.30921248,121.10704499178982,32.37768211009174,10.217171511659162,51
2023-07-23,1.66134864,119.35487339901478,33.56933180428135,29.389862715512727,52
2023-07-24,5.376459519999999,121.24182742200328,34.232945107033636,286.4810778235372,53
2023-07-25,1.1155870399999999,119.81313366174057,32.96280351681958,15.803925378088467,54
2023-07-26,4.37647328,123.4522592775041,33.15546544342508,365.23510816306634,55
2023-07-27,19.16047872,121.39278374384236,34.06169006116208,543.8750338508708,56
2023-07-28,4.74498032,121.6353921182266,33.36596643730887,20.66746062207074,57
2023-07-29,1.53473824,123.38756371100165,33.41948363914373,142.3851773479674,58
2023-07-30,6.9533488,119.98026387520525,34.00460504587156,74.61490118636732,59
2023-07-31,4.7050312,121.43052282430213,32.58104747706422,141.93622438753223,60
2023-08-01,18.356777920000003,119.87243793103448,33.31482777777778,102.9048815063259,61
2023-08-02,24.1000144,122.13678275862068,33.71917996941896,656.5928720603625,62
2023-08-03,18.8830368,122.15834794745484,34.04028318042813,750.8570883021025,63
2023-08-04,11.5034592,119.93174220032842,33.29461016819572,178.5446601146265,64
2023-08-05,6.70075712,121.4682619047619,34.18299571865443,394.79054886661334,65
2023-08-06,9.05366592,119.76101778872469,32.727327828746176,56.50985701685738,66
2023-08-07,17.52476672,122.72982545155993,33.84048562691132,837.359326335053,67
2023-08-08,18.5653312,121.43591412151068,34.06169006116208,431.4612615432896,68
2023-08-09,11.397295199999999,120.78895845648604,32.598886544342506,131.3480729619672,69
2023-08-10,20.202616,122.84843399014778,33.84762125382263,942.1051190223013,70
2023-08-11,6.813684159999999,119.86704663382594,33.497975535168194,56.07720721276329,71
2023-08-12,14.667303679999998,122.37399983579638,33.9760625382263,796.2044697582966,72
2023-08-13,5.890974826666667,120.18872736726875,32.36341085626911,43.17192116874193,73
2023-08-14,11.01400384,123.0317380952381,33.96179128440367,474.30206601166816,74
2023-08-15,13.34803904,122.03973940886699,34.21867385321101,571.4512177002154,75
2023-08-16,10.79349728,119.94791609195403,33.25179640672783,183.65497956017526,76
2023-08-17,7.0426838400000005,122.02895681444991,34.14018195718654,464.1927169151266,77
2023-08-18,11.634945279999998,119.53098910782705,33.03178124362895,74.73599095601168,78
2023-08-19,12.26186336,122.0127829228243,32.96993914373088,278.9737110164265,79
2023-08-20,18.77356992,121.43591412151068,34.083096941896024,511.65458582451714,80
2023-08-21,5.6507558399999995,120.98304515599344,32.977074770642204,204.3206624921566,81
2023-08-22,8.11438976,123.0317380952381,32.63456467889908,293.9975606751594,82
2023-08-23,9.263582293333334,119.4267573617953,33.35050591233435,36.80914574056727,83
2023-08-24,13.549672000000001,122.29852167487685,33.84048562691132,698.8188565053322,84
2023-08-25,13.491321119999999,119.93713349753695,34.07596131498471,142.32307361329893,85
2023-08-26,12.05739936,122.27695648604269,33.098380428134554,495.73941397669654,86
2023-08-27,3.41517792,123.37678111658457,33.36239862385321,156.21145937228496,87
2023-08-28,0.22407157333333338,119.93353929939792,32.49185214067278,4.838636799603303,88
2023-08-29,2.5888288,120.90756699507389,34.76811712538226,153.49153040582294,89
2023-08-30,1.2233238400000002,119.59209047619048,33.312449235474006,20.159028561395026,90
2023-08-31,13.598743359999999,122.35782594417077,32.684514067278286,354.08030405762736,91
